key,source,target
DC/Text_DesignData_Item_Item_DarkgroveRobe_6001,Darkgrove Robe,Мантія Темного Гаю
DC/Text_DesignData_Item_Item_DarkgroveRobe_7001,Darkgrove Robe,Мантія Темного Гаю
DC/Text_DesignData_Item_Item_DarkleafBoots_1001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DarkleafBoots_2001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DarkleafBoots_3001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DarkleafBoots_4001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DarkleafBoots_5001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DarkleafBoots_6001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DarkleafBoots_7001,Darkleaf Boots,Чоботи Темнолиста
DC/Text_DesignData_Item_Item_DashingBoots_1001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DashingBoots_2001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DashingBoots_3001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DashingBoots_4001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DashingBoots_5001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DashingBoots_6001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DashingBoots_7001,Dashing Boots,Жваві Чоботи
DC/Text_DesignData_Item_Item_DemonBlood,Demon Blood,Кров Демона
DC/Text_DesignData_Item_Item_DemonDogThorns,Demon Dog Thorn,Шип Демонічної Собаки
DC/Text_DesignData_Item_Item_DemonGripGloves_4001,Demon Grip Gloves,Рукавиці демонічної хватки
DC/Text_DesignData_Item_Item_DemoncladLeggings_4001,Demonclad Leggings,Легінси з демонічним озброєнням
DC/Text_DesignData_Item_Item_DemonsGlee_5001,Demon's Glee,Демонічний хор
DC/Text_DesignData_Item_Item_Diamond_1001,Diamond (Cracked),Діамант (Тріснутий)
DC/Text_DesignData_Item_Item_Diamond_2001,Diamond (Flawed),Діамант (зіпсований)
DC/Text_DesignData_Item_Item_Diamond_3001,Diamond (Normal),Діамант (нормальний)
DC/Text_DesignData_Item_Item_Diamond_4001,Diamond (Exquisite),Діамант (Вишуканий)
DC/Text_DesignData_Item_Item_Diamond_5001,Diamond (Perfect),Діамант (Досконалий)
DC/Text_DesignData_Item_Item_Diamond_6001,Diamond (Royal),Діамант (королівський)
DC/Text_DesignData_Item_Item_Diamond_7001,Diamond (Ulitmate),Діамант (Улітмат)
DC/Text_DesignData_Item_Item_DivineAxe_4001,Divine Axe,Божественна сокира
DC/Text_DesignData_Item_Item_DivineBlade_4001,Divine Blade,Божественний клинок
DC/Text_DesignData_Item_Item_DivineBow_4001,Divine Bow,Божественний лук
DC/Text_DesignData_Item_Item_DivineDagger_4001,Divine Dagger,Божественний кинджал
DC/Text_DesignData_Item_Item_DivineRod_4001,Divine Rod,Божественний жезл
DC/Text_DesignData_Item_Item_DivineShortSword_4001,Divine Short Sword,Божественний короткий меч
DC/Text_DesignData_Item_Item_DivineStaff_4001,Divine Staff,Божественний посох
DC/Text_DesignData_Item_Item_DogCollar,Dog Collar,Собачий нашийник
DC/Text_DesignData_Item_Item_DoubleAxe_1001,Double Axe,Подвійна сокира
DC/Text_DesignData_Item_Item_DoubleAxe_2001,Double Axe,Подвійна сокира.
DC/Text_DesignData_Item_Item_DoubleAxe_3001,Double Axe,Дворучна сокира
DC/Text_DesignData_Item_Item_DoubleAxe_4001,Double Axe,Подвійна сокира.
DC/Text_DesignData_Item_Item_DoubleAxe_5001,Double Axe,Подвійна сокира.
DC/Text_DesignData_Item_Item_DoubleAxe_6001,Double Axe,Подвійна сокира.
DC/Text_DesignData_Item_Item_DoubleAxe_7001,Life after Death,Життя після смерті
DC/Text_DesignData_Item_Item_Doublet_1001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_2001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_3001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_4001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_5001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_6001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_7001,Doublet,Жакет
DC/Text_DesignData_Item_Item_Doublet_RS,Rubysilver Doublet,Рубіновий жакет
DC/Text_DesignData_Item_Item_DreadHood_4001,Dread Hood,Капюшон страху
DC/Text_DesignData_Item_Item_Drum_1001,Drum,Барабан
DC/Text_DesignData_Item_Item_Drum_2001,Drum,Барабан
DC/Text_DesignData_Item_Item_Drum_3001,Drum,Барабан
DC/Text_DesignData_Item_Item_Drum_4001,Drum,Барабан
DC/Text_DesignData_Item_Item_Drum_5001,Drum,Барабан
DC/Text_DesignData_Item_Item_Drum_6001,Drum,Барабан
DC/Text_DesignData_Item_Item_Drum_7001,Drum,Барабан
DC/Text_DesignData_Item_Item_ElkwoodCrown_1001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodCrown_2001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodCrown_3001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodCrown_4001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodCrown_5001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodCrown_6001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodCrown_7001,Elkwood Crown,Крона Елквуд
DC/Text_DesignData_Item_Item_ElkwoodGloves_1001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_ElkwoodGloves_2001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_ElkwoodGloves_3001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_ElkwoodGloves_4001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_ElkwoodGloves_5001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_ElkwoodGloves_6001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_ElkwoodGloves_7001,Elkwood Gloves,Рукавиці з ельквуду
DC/Text_DesignData_Item_Item_Emerald_1001,Emerald (Cracked),Смарагд (з тріщинами)
DC/Text_DesignData_Item_Item_Emerald_2001,Emerald (Flawed),Смарагд (з дефектами)
DC/Text_DesignData_Item_Item_Emerald_3001,Emerald (Normal),Смарагд (нормальний)
DC/Text_DesignData_Item_Item_Emerald_4001,Emerald (Exquisite),Смарагдові (Вишукані)
DC/Text_DesignData_Item_Item_Emerald_5001,Emerald (Perfect),Смарагдовий (Бездоганний)
DC/Text_DesignData_Item_Item_Emerald_6001,Emerald (Royal),Смарагдовий (Королівський)
DC/Text_DesignData_Item_Item_Emerald_7001,Emerald (Ultimate),Смарагдовий (Досконалий)
DC/Text_DesignData_Item_Item_EnchantedDarkFabric,Enchanted Dark Fabric,Зачарована темна тканина
DC/Text_DesignData_Item_Item_ExplosiveBottle_1001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExplosiveBottle_2001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExplosiveBottle_3001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExplosiveBottle_4001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExplosiveBottle_5001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExplosiveBottle_6001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExplosiveBottle_7001,Explosive Bottle,Вибухова пляшка
DC/Text_DesignData_Item_Item_ExtraThickPelts,Extra Thick Pelt,Надзвичайно товста шкура
DC/Text_DesignData_Item_Item_Falchion_1001,Falchion,Фальшіон
DC/Text_DesignData_Item_Item_Falchion_2001,Falchion,Фальшіон
DC/Text_DesignData_Item_Item_Falchion_3001,Falchion,Фальшіон
DC/Text_DesignData_Item_Item_Falchion_4001,Falchion,Фальшіон
DC/Text_DesignData_Item_Item_Falchion_5001,Falchion,Фальшіон
DC/Text_DesignData_Item_Item_Falchion_6001,Falchion,Фальшіон
DC/Text_DesignData_Item_Item_Falchion_7001,Kuma’s Fang,Ікло Куми
DC/Text_DesignData_Item_Item_FalchionofHonor_5001,Falchion of Honor,Знак пошани
DC/Text_DesignData_Item_Item_FangsofDeathNecklace_5001,Fangs of Death Necklace,Намисто Ікла Смерті
DC/Text_DesignData_Item_Item_FeatheredHat_1001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FeatheredHat_2001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FeatheredHat_3001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FeatheredHat_4001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FeatheredHat_5001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FeatheredHat_6001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FeatheredHat_7001,Feathered Hat,Капелюх з пір'ям
DC/Text_DesignData_Item_Item_FellingAxe_1001,Felling Axe,Сокира
DC/Text_DesignData_Item_Item_FellingAxe_2001,Felling Axe,Сокира
DC/Text_DesignData_Item_Item_FellingAxe_3001,Felling Axe,Сокира
DC/Text_DesignData_Item_Item_FellingAxe_4001,Felling Axe,Сокира
DC/Text_DesignData_Item_Item_FellingAxe_5001,Felling Axe,Сокира
DC/Text_DesignData_Item_Item_FellingAxe_6001,Felling Axe,Сокира
DC/Text_DesignData_Item_Item_FellingAxe_7001,Soulscraper,Душогуб
DC/Text_DesignData_Item_Item_FineCuirass_1001,Fine Cuirass,Тонка кольчуга
DC/Text_DesignData_Item_Item_FineCuirass_2001,Fine Cuirass,Тонка кольчуга
DC/Text_DesignData_Item_Item_FineCuirass_3001,Fine Cuirass,Прекрасна кольчуга
DC/Text_DesignData_Item_Item_FineCuirass_4001,Fine Cuirass,Прекрасна кольчуга.
DC/Text_DesignData_Item_Item_FineCuirass_5001,Fine Cuirass,Прекрасна кольчуга.
DC/Text_DesignData_Item_Item_FineCuirass_6001,Fine Cuirass,Тонка кіраса.
DC/Text_DesignData_Item_Item_FineCuirass_7001,Fine Cuirass,Вишукана кіраса.
DC/Text_DesignData_Item_Item_FineCuirass_RS,Rubysilver Cuirass,Кольчуга з рубінового срібла
DC/Text_DesignData_Item_Item_FireflyAbdomen,Firefly's Abdomen,Черево світлячка
DC/Text_DesignData_Item_Item_FlangedMace_1001,Flanged Mace,Булава з фланцем
DC/Text_DesignData_Item_Item_FlangedMace_2001,Flanged Mace,Фланцева Булава
DC/Text_DesignData_Item_Item_FlangedMace_3001,Flanged Mace,Фланцева Булава
DC/Text_DesignData_Item_Item_FlangedMace_4001,Flanged Mace,Булава з фланцем
DC/Text_DesignData_Item_Item_FlangedMace_5001,Flanged Mace,Булава з фланцем
DC/Text_DesignData_Item_Item_FlangedMace_6001,Flanged Mace,Булава фланцева
DC/Text_DesignData_Item_Item_FlangedMace_7001,Flanged Mace,Булава фланцева
DC/Text_DesignData_Item_Item_Flute_1001,Flute,Флейта
DC/Text_DesignData_Item_Item_Flute_2001,Flute,Флейта
DC/Text_DesignData_Item_Item_Flute_3001,Flute,Флейта
DC/Text_DesignData_Item_Item_Flute_4001,Flute,Флейта
DC/Text_DesignData_Item_Item_Flute_5001,Flute,Флейта
DC/Text_DesignData_Item_Item_Flute_6001,Flute,Флейта
DC/Text_DesignData_Item_Item_Flute_7001,Flute,Флейта
DC/Text_DesignData_Item_Item_ForestBoots_1001,Forest Boots,Лісові чобітки
DC/Text_DesignData_Item_Item_ForestBoots_2001,Forest Boots,Лісові чобітки
DC/Text_DesignData_Item_Item_ForestBoots_3001,Forest Boots,Лісові чобітки
DC/Text_DesignData_Item_Item_ForestBoots_4001,Forest Boots,Лісові чобітки
DC/Text_DesignData_Item_Item_ForestBoots_5001,Forest Boots,Лісові чобітки
DC/Text_DesignData_Item_Item_ForestBoots_6001,Forest Boots,Лісові черевики
DC/Text_DesignData_Item_Item_ForestBoots_7001,Forest Boots,Лісові черевики
DC/Text_DesignData_Item_Item_ForestHood_1001,Forest Hood,Лісова шапка
DC/Text_DesignData_Item_Item_ForestHood_2001,Forest Hood,Лісова шапка
DC/Text_DesignData_Item_Item_ForestHood_3001,Forest Hood,Лісовий капюшон
DC/Text_DesignData_Item_Item_ForestHood_4001,Forest Hood,Лісовий капюшон
DC/Text_DesignData_Item_Item_ForestHood_5001,Forest Hood,Лісовий капюшон
DC/Text_DesignData_Item_Item_ForestHood_6001,Forest Hood,Лісова Шапка
DC/Text_DesignData_Item_Item_ForestHood_7001,Forest Hood,Лісова Шапка
DC/Text_DesignData_Item_Item_FoulBoots_4001,Foul Boots,Брудні чоботи
DC/Text_DesignData_Item_Item_FoxPendant_3001,Fox Pendant,Підвіска з лисицею
DC/Text_DesignData_Item_Item_FoxPendant_4001,Fox Pendant,Лисячий кулон
DC/Text_DesignData_Item_Item_FoxPendant_5001,Fox Pendant,Лисячий кулон
DC/Text_DesignData_Item_Item_FoxPendant_6001,Fox Pendant,Підвіска з лисицею
DC/Text_DesignData_Item_Item_FoxPendant_7001,Fox Pendant,Лисячий кулон
DC/Text_DesignData_Item_Item_FranciscaAxe_1001,Francisca Axe,Франциска Сокира
DC/Text_DesignData_Item_Item_FranciscaAxe_2001,Francisca Axe,Сокира Франциска
DC/Text_DesignData_Item_Item_FranciscaAxe_3001,Francisca Axe,Сокира Франциска
DC/Text_DesignData_Item_Item_FranciscaAxe_4001,Francisca Axe,Сокира Франциска
DC/Text_DesignData_Item_Item_FranciscaAxe_5001,Francisca Axe,Сокира Франциска
DC/Text_DesignData_Item_Item_FranciscaAxe_6001,Francisca Axe,Франциска Екс
DC/Text_DesignData_Item_Item_FranciscaAxe_7001,Francisca Axe,Франциска Екс
DC/Text_DesignData_Item_Item_Frock_1001,Frock,Ряса
DC/Text_DesignData_Item_Item_Frock_2001,Frock,Ряса
DC/Text_DesignData_Item_Item_Frock_3001,Frock,Ряса
DC/Text_DesignData_Item_Item_Frock_4001,Frock,Ряса
DC/Text_DesignData_Item_Item_Frock_5001,Frock,Ряса
DC/Text_DesignData_Item_Item_Frock_6001,Frock,Ряса
DC/Text_DesignData_Item_Item_Frock_7001,Frock,Ряса
DC/Text_DesignData_Item_Item_FrostAmulet_3001,Frost Amulet,Оберіг від морозу
DC/Text_DesignData_Item_Item_FrostAmulet_4001,Frost Amulet,Оберіг від морозу
DC/Text_DesignData_Item_Item_FrostAmulet_5001,Frost Amulet,Оберіг від морозу
DC/Text_DesignData_Item_Item_FrostAmulet_6001,Frost Amulet,Оберіг від морозу
DC/Text_DesignData_Item_Item_FrostAmulet_7001,Frost Amulet,Оберіг від морозу
DC/Text_DesignData_Item_Item_FrostStoneIngots_6001,Froststone Ingot,Злиток крижаного каменю
DC/Text_DesignData_Item_Item_FrostStoneOres_6001,Froststone Ore,Руда крижаного каменю
DC/Text_DesignData_Item_Item_FrostStonePowder_6001,Froststone Powder,Порошок крижаного каменю
DC/Text_DesignData_Item_Item_FrostWyvernClaws,Frost Wyvern's Claws,Кігті Льодяної Віверни
DC/Text_DesignData_Item_Item_FrostWyvernEgg,Frost Wyvern Egg,Яйце Льодяної Віверни
DC/Text_DesignData_Item_Item_FrozenHeart,Frozen Heart,Замерзле серце
DC/Text_DesignData_Item_Item_FrozenIronKey,Frozen Iron Key,Заморожений залізний ключ
DC/Text_DesignData_Item_Item_GemNecklace_1001,Gem Necklace (Cracked),Намисто з самоцвітів (тріснуте)
DC/Text_DesignData_Item_Item_GemNecklace_2001,Gem Necklace (Flawed),Намисто з самоцвітів (зіпсоване)
DC/Text_DesignData_Item_Item_GemNecklace_3001,Gem Necklace (Normal),Намисто з дорогоцінних каменів (нормальне)
DC/Text_DesignData_Item_Item_GemNecklace_4001,Gem Necklace (Exquisite),Намисто з дорогоцінних каменів (Вишукане)
DC/Text_DesignData_Item_Item_GemNecklace_5001,Gem Necklace (Perfect),Намисто з дорогоцінних каменів (досконале)
DC/Text_DesignData_Item_Item_GemNecklace_6001,Gem Necklace (Royal),Намисто з дорогоцінних каменів (Королівське)
DC/Text_DesignData_Item_Item_GemNecklace_7001,Gem Necklace (Ultimate),Намисто з дорогоцінних каменів (Досконале)
DC/Text_DesignData_Item_Item_GemRing_1001,Gem Ring (Cracked),Перстень з дорогоцінним каменем (Тріснутий)
DC/Text_DesignData_Item_Item_GemRing_2001,Gem Ring (Flawed),Перстень з дорогоцінним каменем (зіпсований)
DC/Text_DesignData_Item_Item_GemRing_3001,Gem Ring (Normal),Перстень з дорогоцінним каменем (звичайний)
DC/Text_DesignData_Item_Item_GemRing_4001,Gem Ring (Exquisite),Перстень з дорогоцінним каменем (Вишуканий)
DC/Text_DesignData_Item_Item_GemRing_5001,Gem Ring (Perfect),Перстень з дорогоцінним каменем (досконалий)
DC/Text_DesignData_Item_Item_GemRing_6001,Gem Ring (Royal),Перстень з дорогоцінним каменем (Королівський)
DC/Text_DesignData_Item_Item_GemRing_7001,Gem Ring (Ultimate),Перстень з дорогоцінним каменем (Вищий)
DC/Text_DesignData_Item_Item_GhostlyEssence,Ghostly Essence,Примарна сутність
DC/Text_DesignData_Item_Item_GiantToe,Giant Toe,Гігантський палець на нозі
DC/Text_DesignData_Item_Item_GingerbreadCookies,Gingerbread Cookie,Пряникове печиво
DC/Text_DesignData_Item_Item_Gjermundbu_1001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_Gjermundbu_2001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_Gjermundbu_3001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_Gjermundbu_4001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_Gjermundbu_5001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_Gjermundbu_6001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_Gjermundbu_7001,Gjermundbu,Г'єрмундбу
DC/Text_DesignData_Item_Item_GlovesOfUtility_1001,Gloves of Utility,Рукавиці Utility
DC/Text_DesignData_Item_Item_GlovesOfUtility_2001,Gloves of Utility,Робочі рукавиці
DC/Text_DesignData_Item_Item_GlovesOfUtility_3001,Gloves of Utility,Рукавиці Utility
DC/Text_DesignData_Item_Item_GlovesOfUtility_4001,Gloves of Utility,Рукавиці Utility
DC/Text_DesignData_Item_Item_GlovesOfUtility_5001,Gloves of Utility,Рукавиці утилітарні
DC/Text_DesignData_Item_Item_GlovesOfUtility_6001,Gloves of Utility,Рукавиці утилітарні
DC/Text_DesignData_Item_Item_GlovesOfUtility_7001,Gloves of Utility,Рукавиці корисності
DC/Text_DesignData_Item_Item_GlowingBlueIceEyes,Glowing Blue Ice Eyes,Сяючі сині крижані очі
DC/Text_DesignData_Item_Item_GoblinEars,Goblin Ear,Вухо гобліна
DC/Text_DesignData_Item_Item_GoldBand_1001,Gold Band (Cracked),Золотий перстень (тріснутий)
DC/Text_DesignData_Item_Item_GoldBand_2001,Gold Band (Flawed),Золотий перстень (бракований)
DC/Text_DesignData_Item_Item_GoldBand_3001,Gold Band (Normal),Золотий перстень (звичайний)
DC/Text_DesignData_Item_Item_GoldBand_4001,Gold Band (Exquisite),Золотий перстень (Вишуканий)
DC/Text_DesignData_Item_Item_GoldBand_5001,Gold Band (Perfect),Золотий перстень (досконалий)
DC/Text_DesignData_Item_Item_GoldBand_6001,Gold Band (Royal),Золотий бандаж (королівський)
DC/Text_DesignData_Item_Item_GoldBand_7001,Gold Band (Ultimate),Золотий перстень (найвищого ґатунку)
DC/Text_DesignData_Item_Item_GoldBangle1B_1001,Simple Gold Bangle (Cracked),Простий золотий браслет (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1B_2001,Simple Gold Bangle (Flawed),Простий золотий браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1B_3001,Simple Gold Bangle (Normal),Простий золотий браслет (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1B_4001,Simple Gold Bangle (Exquisite),Простий золотий ланцюжок (Вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1B_5001,Simple Gold Bangle (Perfect),Простий золотий браслет (досконалий)
DC/Text_DesignData_Item_Item_GoldBangle1B_6001,Simple Gold Bangle (Royal),Простий золотий браслет (королівський)
DC/Text_DesignData_Item_Item_GoldBangle1B_7001,Simple Gold Bangle (Ultimate),Простий золотий браслет (досконалий)
DC/Text_DesignData_Item_Item_GoldBangle1C_1001,Patterned Gold Bangle (Cracked),Візерунчастий золотий браслет (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1C_2001,Patterned Gold Bangle (Flawed),Візерунчастий золотий браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1C_3001,Patterned Gold Bangle (Normal),Візерунчастий золотий браслет (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1C_4001,Patterned Gold Bangle (Exquisite),Візерунчастий золотий браслет (вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1C_5001,Patterned Gold Bangle (Perfect),Візерунчастий золотий браслет (бездоганний)
DC/Text_DesignData_Item_Item_GoldBangle1C_6001,Patterned Gold Bangle (Royal),Візерунчастий золотий браслет (Королівський)
DC/Text_DesignData_Item_Item_GoldBangle1C_7001,Patterned Gold Bangle (Ultimate),Візерунчастий золотий браслет (найвищого ґатунку)
DC/Text_DesignData_Item_Item_GoldBangle1D_1001,Dotted Gold Bangle (Cracked),Золотий браслет з візерунком (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1D_2001,Dotted Gold Bangle (Flawed),Золотий браслет з візерунком (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1D_3001,Dotted Gold Bangle (Normal),Золотий браслет з візерунком (Нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1D_4001,Dotted Gold Bangle (Exquisite),Золотий браслет з крапками (вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1D_5001,Dotted Gold Bangle (Perfect),Золотий браслет з крапками (бездоганний)
DC/Text_DesignData_Item_Item_GoldBangle1D_6001,Dotted Gold Bangle (Royal),Золотий браслет (Королівський)
DC/Text_DesignData_Item_Item_GoldBangle1D_7001,Dotted Gold Bangle (Ultimate),Золотий браслет у цяточку (вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1E_1001,Turquoise Gem Bangle (Cracked),Бірюзовий браслет (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1E_2001,Turquoise Gem Bangle (Flawed),Бірюзовий браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1E_3001,Turquoise Gem Bangle (Normal),Бірюзовий браслет (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1E_4001,Turquoise Gem Bangle (Exquisite),Бірюзовий браслет (вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1E_5001,Turquoise Gem Bangle (Perfect),Бірюзовий браслет (ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle1E_6001,Turquoise Gem Bangle (Royal),Бірюзовий браслет (королівський)
DC/Text_DesignData_Item_Item_GoldBangle1E_7001,Turquoise Gem Bangle (Ultimate),Бірюзовий браслет (ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle1H_1001,Light Gold Bangle (Cracked),Світле золото (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1H_2001,Light Gold Bangle (Flawed),Золотий браслет зі світлого золота (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1H_3001,Light Gold Bangle (Normal),Срібний браслет зі світлого золота (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1H_4001,Light Gold Bangle (Exquisite),Золотий браслет зі світлого золота (вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1H_5001,Light Gold Bangle (Perfect),Золотий браслет зі світлого золота (досконалий)
DC/Text_DesignData_Item_Item_GoldBangle1H_6001,Light Gold Bangle (Royal),Золотий браслет зі світлого золота (королівський)
DC/Text_DesignData_Item_Item_GoldBangle1H_7001,Light Gold Bangle (Ultimate),Золотий браслет зі світлого золота (досконалий)
DC/Text_DesignData_Item_Item_GoldBangle1I_1001,Triple Gem Bangle (Cracked),Потрійний самоцвітний браслет (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1I_2001,Triple Gem Bangle (Flawed),Потрійний самоцвітний браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1I_3001,Triple Gem Bangle (Normal),Потрійний дорогоцінний камінь (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1I_4001,Triple Gem Bangle (Exquisite),Потрійний дорогоцінний камінь (Вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1I_5001,Triple Gem Bangle (Perfect),Перстень з потрійним дорогоцінним каменем (Ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle1I_6001,Triple Gem Bangle (Royal),Перстень з потрійним дорогоцінним каменем (королівський)
DC/Text_DesignData_Item_Item_GoldBangle1I_7001,Triple Gem Bangle (Ultimate),Потрійний перстень з дорогоцінним каменем (найвищого ґатунку)
DC/Text_DesignData_Item_Item_GoldBangle1J_1001,Leaf Gold Bangle (Cracked),Золотий браслет з листям (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle1J_2001,Leaf Gold Bangle (Flawed),Золотий браслет з листового золота (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle1J_3001,Leaf Gold Bangle (Normal),Золотий браслет з листового золота (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle1J_4001,Leaf Gold Bangle (Exquisite),Золотий браслет з листового золота (вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle1J_5001,Leaf Gold Bangle (Perfect),Листяний золотий браслет (досконалий)
DC/Text_DesignData_Item_Item_GoldBangle1J_6001,Leaf Gold Bangle (Royal),Листяний золотий браслет (королівський)
DC/Text_DesignData_Item_Item_GoldBangle1J_7001,Leaf Gold Bangle (Ultimate),Листяний золотий браслет (ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle2D_1001,Slim Bangle (Cracked),Тонкий браслет (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle2D_2001,Slim Bangle (Flawed),Тонкий браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle2D_3001,Slim Bangle (Normal),Тонкий золотий браслет (Нормальний)
DC/Text_DesignData_Item_Item_GoldBangle2D_4001,Slim Bangle (Exquisite),Тонкий золотий браслет (Вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle2D_5001,Slim Bangle (Perfect),Слім-браслет (ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle2D_6001,Slim Bangle (Royal),Слім-браслет (королівський)
DC/Text_DesignData_Item_Item_GoldBangle2D_7001,Slim Bangle (Ultimate),Слім-браслет (ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle2G_1001,Glimmer Bangle (Cracked),Мерехтливий браслет (Тріснутий)
DC/Text_DesignData_Item_Item_GoldBangle2G_2001,Glimmer Bangle (Flawed),Мерехтливий браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle2G_3001,Glimmer Bangle (Normal),Мерехтливий браслет (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle2G_4001,Glimmer Bangle (Exquisite),Мерехтливий браслет (Вишуканий)
