key,source,target
DC/Text_DesignData_Item_Flavor_Buckler_7001,"Created by a mad alchemist, using dragon's blood in some of his creations. Beware, its side effects can be just as potent as they are perilous.","Створений божевільним алхіміком, який використовував драконячу кров у деяких своїх творіннях. Будьте обережні, його побічні ефекти можуть бути настільки ж потужними, наскільки і небезпечними."
DC/Text_DesignData_Item_Flavor_BugShell,A preserved sturdy shell from a death beetle.,Збережений міцний панцир жука-смертника.
DC/Text_DesignData_Item_Flavor_CampfireKit_0001,A crackling campfire that you can rest near and recover.,"Потріскування багаття, біля якого можна відпочити і відновити сили."
DC/Text_DesignData_Item_Flavor_CandyCane_7001,The magic of the season is wrapped within every peppermint twist of these candy canes. They're not just a treat for the taste buds but a treasure trove of winter delight and unexpected value.,"Магія сезону загорнута в кожну м'ятну закрутку цих льодяників. Це не просто насолода для смакових рецепторів, а скарбниця зимової насолоди та несподіваної цінності."
DC/Text_DesignData_Item_Flavor_CandyCorns_7001,"Savor the spirit of spookiness with these tri-colored candy corn treats, a sugary staple that adds a dash of fun to every ghostly gathering.","Насолоджуйтеся духом моторошності з цими триколірними солодощами - цукровою кукурудзою, яка додає веселощів кожній зустрічі з привидами."
DC/Text_DesignData_Item_Flavor_CapturedManaFlakes,Luminescent flakes radiating a soft glow and carrying traces of otherworldly magic.,Люмінесцентні пластівці випромінюють м'яке сяйво та несуть у собі сліди потойбічної магії.
DC/Text_DesignData_Item_Flavor_CastillonDagger_0001,Crafted with a fine blade narrowing to a sharp point. The hilts riveted design ensuring a firm grip.,"Виготовлений з тонким лезом, що звужується до гострого вістря. Заклепкована конструкція руків'я забезпечує надійний хват."
DC/Text_DesignData_Item_Flavor_CentaurHoof,"This ebony black Centaur hoof, once traversing the fiery depths of forbidden realms, still carries traces of blood in its remaining fur tufts, serving as a dark souvenir from a hellish world.","Це чорне, як ебенове дерево, копито кентавра, що колись подорожував вогняними глибинами заборонених світів, все ще зберігає сліди крові в пучках хутра, що залишилися, слугуючи похмурим сувеніром з пекельного світу."
DC/Text_DesignData_Item_Flavor_CentaurMadness_5001,"Inlaid with fragments of a centaur’s horn, harnessing pure power.","Інкрустований фрагментами рогу кентавра, що уособлює чисту силу."
DC/Text_DesignData_Item_Flavor_CeremonialDagger_1001,An ornate dagger with more style than substance.,"Витіюватий кинджал, в якому більше стилю, ніж суті."
DC/Text_DesignData_Item_Flavor_CeremonialStaff_0001,"Carved from blessed wood, its branches unfurl in a graceful mimicry of nature's own design—antlers reaching towards the heavens.","Вирізаний з благословенного дерева, його гілки розгортаються у витонченій імітації природного задуму - роги тягнуться до небес."
DC/Text_DesignData_Item_Flavor_CeremonialStaff_7001,"Carved from blessed wood, its branches unfurl in a graceful mimicry of nature's own design—antlers reaching towards the heavens.","Вирізані з благословенного дерева, його гілки розгортаються у витонченій імітації природного дизайну - роги, що тягнуться до небес."
DC/Text_DesignData_Item_Flavor_ChampionArmor_0001,"It is said, good armor on your back is sometimes better and more reliable than the companions you adventure with.","Кажуть, що хороша броня на спині іноді буває кращою та надійнішою за товаришів, з якими ви вирушаєте у пригоди."
DC/Text_DesignData_Item_Flavor_ChapelDeFer_0001,Crafted with reinforced metals showcasing a broad rimmed style helmet with an open face.,"Виготовлений з посилених металів, шолом з широкими крисами та відкритим обличчям."
DC/Text_DesignData_Item_Flavor_Chaperon_0001,"Made from wool, nice and thick to keep your head warm while adventuring.","Виготовлений з вовни, приємний і товстий, щоб тримати голову в теплі під час пригод."
DC/Text_DesignData_Item_Flavor_ClarityPotion_0001,It clears the clouded mind and brings back forgotten memories.,Він очищає затуманений розум і повертає забуті спогади.
DC/Text_DesignData_Item_Flavor_CloakofDarkness_4001,A cloak crafted using enchanted materials tainted with darkness. ,"Плащ, виготовлений з використанням зачарованих матеріалів, заплямованих темрявою. "
DC/Text_DesignData_Item_Flavor_ClothPants_0001,"Comfy cloth pants, not offering much as far as protection.","Зручні полотняні штани, що не дуже добре захищають."
DC/Text_DesignData_Item_Flavor_Club_0001,"Simple and effective, this solid wood club is a go-to for those who prefer straightforward, reliable weaponry.","Простий та ефективний, цей кийок з масиву дерева - ідеальний вибір для тих, хто віддає перевагу простому та надійному озброєнню."
DC/Text_DesignData_Item_Flavor_CobaltChapelDeFer_4001,"Beautiful craftsmanship, shaping Cobalt steel into a broad rimmed style helmet with an open face.","Прекрасна майстерність, що формує з кобальтової сталі шолом з широким забралом і відкритим обличчям."
DC/Text_DesignData_Item_Flavor_CobaltFrock_4001,A frock shimmering with a mesmerizing blue glow that adds a Cobalt layer of protection.,"Плащ, що переливається заворожуючим синім сяйвом, яке додає кобальтовий шар захисту."
DC/Text_DesignData_Item_Flavor_CobaltHat_4001,A shimmering blue hat that was made from fusing Cobalt into the materials for added strength.,"Мерехтливий блакитний капелюх, виготовлений шляхом вплавлення кобальту в матеріали для додаткової міцності."
DC/Text_DesignData_Item_Flavor_CobaltHeavyGauntlet_4001,Sturdy and advanced hand armor crafted from Cobalt plated steel.,"Міцні та вдосконалені нарукавники, виготовлені зі сталі з кобальтовим покриттям."
DC/Text_DesignData_Item_Flavor_CobaltHood_4001,A hood cut from blue fabric made with Cobalt.,"Капюшон з блакитної тканини, виготовленої з кобальту."
DC/Text_DesignData_Item_Flavor_CobaltIngots_4001,A highly enriched ingot of pure Cobalt.,Високозбагачений злиток чистого кобальту.
DC/Text_DesignData_Item_Flavor_CobaltLeatherGloves_4001,Thick durable leather gloves crafted from mixing Cobalt infused materials in the dye.,"Товсті міцні шкіряні рукавички, виготовлені з додаванням кобальту до барвника."
DC/Text_DesignData_Item_Flavor_CobaltLightfootBoots_4001,"Made with light durable leather coated in cobalt, enabling swift movements.","Виготовлені з легкої міцної шкіри, вкритої кобальтом, що забезпечує швидкі рухи."
DC/Text_DesignData_Item_Flavor_CobaltOres_4001,A dirty chunk of rock containing traces of shimmering blue Cobalt.,Брудний шматок скелі зі слідами мерехтливого синього кобальту.
DC/Text_DesignData_Item_Flavor_CobaltPlateBoots_4001,Heavy plate boots forged with Cobalt that provide complete foot protection.,"Важкі пластинчасті черевики, викувані з кобальту, що забезпечують повний захист ніг."
DC/Text_DesignData_Item_Flavor_CobaltPlatePants_4001,These plate pants made of Cobalt infused steel are like a fortress for the legs.,"Штани з пластинчастої сталі, просоченої кобальтом, наче фортеця для ніг."
DC/Text_DesignData_Item_Flavor_CobaltPowder_4001,Powder made by finely grinding Cobalt ore.,"Порошок, виготовлений шляхом тонкого подрібнення кобальтової руди."
DC/Text_DesignData_Item_Flavor_CobaltRegalGambeson_4001,A beautifully assembled padded chest of armor made from combining Cobalt dyes.,"Гарно зібраний м'який обладунок, виготовлений з комбінованих кобальтових барвників."
DC/Text_DesignData_Item_Flavor_CobaltTemplarArmor_4001,"A high-quality Templar chest, made with a mix of Cobalt ingots and fabrics infused with Cobalt dyes.","Високоякісна скриня тамплієрів, виготовлена із суміші злитків кобальту і тканин, просочених кобальтовими барвниками."
DC/Text_DesignData_Item_Flavor_CobaltTrousers_4001,"Cobalt coated woven wool trousers, offering a strong yet flexible fit.","Штани з тканої вовни з кобальтовим покриттям, що забезпечують міцну, але гнучку посадку."
DC/Text_DesignData_Item_Flavor_CobaltVikingHelm_4001,Reinforced Cobalt steel covering the face and leather overlaid with a tight knit Cobalt chainmail.,"Армована кобальтова сталь, що закриває обличчя, та шкіра, покрита щільно в'язаною кобальтовою кольчугою."
DC/Text_DesignData_Item_Flavor_CockatricesLuckyFeather,"Legends speak of the Cockatrice's Lucky Feather, its vibrant crimson hue rumored to hold mysterious powers.","Легенди розповідають про Щасливе Перо Какаду, його яскравий малиновий відтінок, за чутками, має таємничу силу."
DC/Text_DesignData_Item_Flavor_CopperIngots_3001,A highly enriched ingot of pure Copper.,Високозбагачений злиток чистої міді.
DC/Text_DesignData_Item_Flavor_CopperOres_3001,A dirty chunk of rock containing traces of Copper.,Брудний шматок гірської породи зі слідами міді.
DC/Text_DesignData_Item_Flavor_CopperPowder_3001,Powder made by finely grinding Copper ore.,"Порошок, отриманий шляхом тонкого подрібнення мідної руди."
DC/Text_DesignData_Item_Flavor_CopperlightAttire_3001,"Blending functionality with a touch of wanderlust, this attire incorporates copper elements for durability, perfect for those who travel far and wide.","Поєднуючи функціональність з відтінком жаги до мандрів, це вбрання містить мідні елементи для міцності, ідеально підходить для тих, хто подорожує далеко і надовго."
DC/Text_DesignData_Item_Flavor_CopperlightGauntlets_3001,"Sturdy gauntlets made of solid copper, providing excellent protection and a gleaming, battle-ready appearance.","Міцні рукавиці з суцільної міді, що забезпечують чудовий захист і блискучий, готовий до бою вигляд."
DC/Text_DesignData_Item_Flavor_CopperlightKettleHat_3001,"This Copper Kettle Hat, with its polished, rounded design, resembles a classic kettle, offering a practical headwear choice.","Цей капелюх-чайник з полірованим округлим дизайном нагадує класичний чайник, пропонуючи практичний вибір головного убору."
DC/Text_DesignData_Item_Flavor_CopperlightLeggings_3001,"Crafted from supple leather with embedded copper fibers, provide a perfect fusion of durability and style.","Виготовлені з еластичної шкіри з вкрапленнями мідних волокон, вони забезпечують ідеальне поєднання міцності та стилю."
DC/Text_DesignData_Item_Flavor_CopperlightLightfootBoots_3001,These boots combine the lightness needed for rapid movement with the added resilience of copper.,"Ці черевики поєднують в собі легкість, необхідну для швидкого пересування, з додатковою пружністю міді."
DC/Text_DesignData_Item_Flavor_CopperlightOutfit_3001,"A mystical tunic interwoven with copper, designed for those who delve into the arcane. It resonates with an aura of mystery and occult power.","Містична туніка, переплетена з міддю, створена для тих, хто заглиблюється в потаємне. Вона резонує з аурою таємничості та окультної сили."
DC/Text_DesignData_Item_Flavor_CopperlightPants_3001,"These pants blend the conductivity of copper with a comfortable fit, ideal for rituals and mystical explorations.","Штани поєднують провідність міді зі зручною посадкою, ідеально підходять для ритуалів і містичних досліджень."
DC/Text_DesignData_Item_Flavor_CopperlightPlateBoots_3001,"Boots that are reinforced with solid copper plates, offering exceptional protection for demanding terrains and battles.","Черевики, посилені суцільними мідними пластинами, що забезпечують винятковий захист для складних місцевостей та битв."
DC/Text_DesignData_Item_Flavor_CopperlightPlatePants_3001,"Reinforced with copper plates, offer exceptional protection, ideal for adventurers seeking both safety and style.","Посилені мідними пластинами, забезпечують винятковий захист, ідеально підходять для шукачів пригод, які прагнуть безпеки та стилю."
DC/Text_DesignData_Item_Flavor_CopperlightRivetedGloves_3001,"Crafted for resilience, these gloves feature copper rivets, suitable for various demanding tasks.","Створені для міцності, ці рукавиці оснащені мідними заклепками та підходять для виконання різних складних завдань."
DC/Text_DesignData_Item_Flavor_CopperlightSanctumPlateArmor_3001,"This fashionable copper plate armor is heavy and strong, good against physical as well as magical attacks.","Цей модний обладунок з мідних пластин важкий і міцний, добре захищає як від фізичних, так і від магічних атак."
DC/Text_DesignData_Item_Flavor_CopperlightShadowHood_3001,"Designed for the stealthy and stylish, this hood is made with copper-woven fabric, giving it a mysterious, shadowy look with a hint of shimmer.","Створений для непомітних і стильних, цей капюшон виготовлений з мідної тканини, що надає йому таємничого, тіньового вигляду з відтінком мерехтіння."
DC/Text_DesignData_Item_Flavor_CopperlightStrawHat_3001,"Crafted from straw melded with copper, it's a sturdy, stylish choice for outdoor wear.","Виготовлений із соломи, поєднаної з міддю, це міцний і стильний вибір для носіння на відкритому повітрі."
DC/Text_DesignData_Item_Flavor_CopperlightTunic_3001,"A durable and versatile tunic, infused with copper fibers. Adventurous style suitable for any journey.","Міцна та універсальна туніка, наповнена мідними волокнами. Авантюрний стиль, що підходить для будь-якої подорожі."
DC/Text_DesignData_Item_Flavor_CowlofDarkness_4001,"Crafted using forbidden fibers, the cowl's material holds the unsettling after touch of darkness.","Виготовлений з використанням заборонених волокон, матеріал капюшона утримує тривогу після дотику до темряви."
DC/Text_DesignData_Item_Flavor_Crossbow_0001,"A powerful mechanical weapon, a single-shot crossbow with a crank that's very abrasive to the hand.","Потужна механічна зброя, однозарядний арбалет з кривошипом, який дуже шліфує руку."
DC/Text_DesignData_Item_Flavor_CrusaderArmor_0001,Armor that allows for defensive and offensive movements. Protection against physical and magical attacks.,"Броня, що дозволяє здійснювати захисні та наступальні рухи. Захист від фізичних та магічних атак."
DC/Text_DesignData_Item_Flavor_CrusaderHelm_0001,"A distinctive helmet adorned with a cross-shaped visor, a symbol of unwavering faith.","Характерний шолом, прикрашений хрестоподібним забралом, символом непохитної віри."
DC/Text_DesignData_Item_Flavor_CrystalBall_0001,"A dense glass ball made of mysterious origins, able to harness and focus magical energy.","Щільна скляна куля таємничого походження, здатна вбирати та фокусувати магічну енергію."
DC/Text_DesignData_Item_Flavor_CrystalBall_7001,"Unable to defeat a hopelessly powerful demi-god, an ancient sorcerer sacrificed his life to seal one of the demi-god's eyes in a crystal ball.","Не в силах перемогти безнадійно могутнього напівбога, древній чаклун пожертвував своїм життям, щоб запечатати одне з очей напівбога в кришталевій кулі."
DC/Text_DesignData_Item_Flavor_CrystalSword_0001,"An enigma to what materials this blade is composed of, allowing magic to flow through it.","Залишається загадкою, з яких матеріалів складається цей клинок, що дозволяє магії проникати крізь нього."
DC/Text_DesignData_Item_Flavor_CursedCrown,"A majestic crown befitting the ruler of this domain, forever the eternal sovereignty over the darkness.","Велична корона, гідна володаря цих володінь, вічна влада над темрявою назавжди."
DC/Text_DesignData_Item_Flavor_CyclopsClub,"A massive bludgeon, carved from ancient trees, embodying the might of the one-eyed behemoths.","Масивний кийок, вирізьблений з древніх дерев, що уособлює міць однооких бегемотів."
DC/Text_DesignData_Item_Flavor_CyclopsEye,"A colossal ocular relic, a dark souvenir from the realm of one-eyed beings.","Колосальна окулярна реліквія, темний сувенір з царства однооких істот."
DC/Text_DesignData_Item_Flavor_CyclopsRags,"Frayed attire from a cyclops, made up of rough fabrics and scavenged materials.","Пошарпане вбрання циклопа, виготовлене з грубих тканин та підручних матеріалів."
DC/Text_DesignData_Item_Flavor_CyclopsVisionCrystal_5001,"Infused with the essence of a Cyclops eye, merging the undeniable strength with the mysteries of arcane magic.","Просякнуте сутністю ока циклопа, що поєднує в собі беззаперечну силу з таємницями таємничої магії."
DC/Text_DesignData_Item_Flavor_DaggerOfRighteousness_3001,"Featuring minimalistic silver designs, is perfect for those who value subtlety and effectiveness.","Завдяки мінімалістичному срібному дизайну, ідеально підходить для тих, хто цінує витонченість та ефективність."
DC/Text_DesignData_Item_Flavor_DarkCuirass_0001,"Forged from obsidian-infused steel offering exceptional protection, shielding its wearer from devastating blows.","Викуваний зі сталі з додаванням обсидіану, він забезпечує винятковий захист, захищаючи свого власника від руйнівних ударів."
DC/Text_DesignData_Item_Flavor_DarkLeatherLeggings_0001,"Crafted from supple, dark leather that melds seamlessly with the night.","Виготовлений з еластичної темної шкіри, яка плавно зливається з ніччю."
DC/Text_DesignData_Item_Flavor_DarkMatter,"Concentrated particles of dark matter, exuding an otherworldly energy that defies comprehension.","Концентровані частинки темної матерії, що випромінюють потойбічну енергію, яка не піддається розумінню."
DC/Text_DesignData_Item_Flavor_DarkPlateArmor_0001,"This fashionable dark plate armor is heavy and strong, good against physical as well as magical attacks.","Цей модний обладунок з темних пластин важкий і міцний, добре захищає як від фізичних, так і від магічних атак."
DC/Text_DesignData_Item_Flavor_DarkgroveHood_0001,"Made from treated leather, designed for durability and resilience in outdoor environments, its design subtly inspired by nature.","Виготовлений з обробленої шкіри, розробленої для довговічності та стійкості у зовнішніх умовах, його дизайн тонко натхненний природою."
DC/Text_DesignData_Item_Flavor_DarkgroveRobe_0001,"A robe crafted from natural fibers, imbued with the essence of the forest. Its earthy tones and soft texture resonate with the tranquility of nature.","Халат, виготовлений з натуральних волокон, просякнутий сутністю лісу. Його земляні тони та м'яка текстура резонують зі спокоєм природи."
DC/Text_DesignData_Item_Flavor_DarkleafBoots_0001,"Renowned for their unique blend of flexibility and durability, a testament to the craftsmanship of woodland artisans.","Відомий своїм унікальним поєднанням гнучкості та міцності, що свідчить про майстерність лісових ремісників."
DC/Text_DesignData_Item_Flavor_DashingBoots_0001,"Crafted with sleek lines and a polished finish, providing a comfortable and glove-like fit that allows for effortless movement.","Витончені лінії та полірована поверхня забезпечують зручну, як у рукавичці, посадку, що дозволяє рухатися без зусиль."
DC/Text_DesignData_Item_Flavor_DemonBlood,"A vial filled with the corrupted life essence of a demon, pulsating with evil energy.","Флакон, наповнений зіпсованою життєвою сутністю демона, що пульсує злою енергією."
DC/Text_DesignData_Item_Flavor_DemonDogThorns,Needle-like points ready to deliver a painful reminder of the creatures that bore them.,"Голки, схожі на голки, готові завдати болю, нагадуючи про істот, які їх виносили."
DC/Text_DesignData_Item_Flavor_DemonGripGloves_4001,"Crafted with high-tensile materials, augmented by demonic fragments, exhibiting near-sentient tendencies.","Виготовлені з високоміцних матеріалів, доповнені демонічними фрагментами, що демонструють майже чуттєві тенденції."
DC/Text_DesignData_Item_Flavor_DemoncladLeggings_4001,"Crafted using demonic remnants, granting it a malevolent sentience.","Створений з використанням демонічних решток, що надають йому зловмисної сили."
DC/Text_DesignData_Item_Flavor_DemonsGlee_5001,"A blade fused with unholy blood is said to become almost sentient, craving destruction.","Кажуть, що лезо, сплавлене з нечистою кров'ю, стає майже живим, жадаючи руйнування."
DC/Text_DesignData_Item_Flavor_Diamond_1001,A beautiful rock that scatters light in a vibrant ray of dancing colors.,"Прекрасний камінь, що розсіює світло яскравим променем танцюючих кольорів."
DC/Text_DesignData_Item_Flavor_DivineAxe_4001,"A formidable double-sided axe with silver adornments, combining raw power with a raw power.","Грізна двостороння сокира зі срібними прикрасами, що поєднує в собі грубу силу з грубою силою."
DC/Text_DesignData_Item_Flavor_DivineBlade_4001,"A weapon of divine retribution, its hefty weight is balanced by the precision with which it cleaves through foes.","Зброя божественної відплати, її важка вага врівноважується точністю, з якою вона розрубує ворогів."
DC/Text_DesignData_Item_Flavor_DivineBow_4001,"With its silver-infused craftsmanship, this bow is as visually striking as it is effective.","Завдяки срібному оздобленню, цей лук вражає не лише зовнішнім виглядом, але й ефективністю."
DC/Text_DesignData_Item_Flavor_DivineDagger_4001,"The silver detailing on this dagger elevates its appeal, making it a prized possession for any skilled wielder.","Срібні деталі на цьому кинджалі підвищують його привабливість, роблячи його цінною річчю для будь-якого вправного власника."
DC/Text_DesignData_Item_Flavor_DivineRod_4001,"With its simple silver inclusions, this mace is a solid choice for those facing undead opponents.","Завдяки простим срібним вкрапленням, ця булава є надійним вибором для тих, хто стикається з неживими супротивниками."
DC/Text_DesignData_Item_Flavor_DivineShortSword_4001,"A straightforward weapon, its silver edge makes it a dependable choice in combat against undead entities.","Проста зброя, її срібне вістря робить її надійним вибором у боротьбі з нежиттю."
DC/Text_DesignData_Item_Flavor_DivineStaff_4001,"Expertly crafted, is an ideal fusion of power and grace, suitable for both defensive and offensive maneuvers.","Майстерно виготовлена, вона є ідеальним поєднанням сили та витонченості, підходить як для оборонних, так і для наступальних маневрів."
DC/Text_DesignData_Item_Flavor_DogCollar,Tangible proof of your triumph over the menacing beasts that roam the shadows.,"Відчутний доказ вашої перемоги над грізними звірами, що блукають у тіні."
DC/Text_DesignData_Item_Flavor_DoubleAxe_0001,This heavy formidable weapon is capable of delivering devastating blows from both ends.,Ця важка грізна зброя здатна завдавати нищівних ударів з обох кінців.
DC/Text_DesignData_Item_Flavor_DoubleAxe_7001,"Death comes for us all one day...
Is today that day?",Смерть приходить за кожним із нас одного дня... Чи сьогодні цей день?
DC/Text_DesignData_Item_Flavor_Doublet_0001,Lightweight and breathable. Typically favored by those who prefer to blend in.,"Легкий і повітропроникний. Зазвичай подобається тим, хто вважає за краще зливатися з натовпом."
DC/Text_DesignData_Item_Flavor_DreadHood_4001,"Crafted using the remnants of the demonic, imbuing it with a thirst for devastation.","Виготовлений з використанням залишків демонічного, наділяючи його жагою до руйнування."
DC/Text_DesignData_Item_Flavor_Drum_0001,"Assembled from a sturdy wooden frame with stretched hide over both ends, filling the air with rhythmic vibrations.","Збирається з міцного дерев'яного каркасу з натягнутою на обидва кінці шкурою, що наповнює повітря ритмічними вібраціями."
DC/Text_DesignData_Item_Flavor_ElkwoodCrown_0001,"Combining the durability of leather with the elegance of nature, this hat, adorned with branch-like antlers, is a stylish nod to the wilderness.","Поєднуючи міцність шкіри з елегантністю природи, цей капелюх, прикрашений гіллястими рогами, є стильним кивком на дику природу."
DC/Text_DesignData_Item_Flavor_ElkwoodGloves_0001,"These gloves feature antler embellishments, a mark of the forest's blessing.",Ці рукавички прикрашені рогами - знаком благословення лісу.
DC/Text_DesignData_Item_Flavor_Emerald_1001,A radiant rock of mesmerizing green.,Сяючий камінь заворожливого зеленого кольору.
DC/Text_DesignData_Item_Flavor_EnchantedDarkFabric,"A mystical fabric woven in the depths of darkness, radiating an otherworldly aura.","Містична тканина, виткана в глибинах темряви, що випромінює потойбічну ауру."
DC/Text_DesignData_Item_Flavor_ExplosiveBottle_0001,A bottle containing a flammable mixture that explodes when ignited and thrown.,"Пляшка з легкозаймистою сумішшю, яка вибухає при підпалюванні та киданні."
DC/Text_DesignData_Item_Flavor_ExtraThickPelts,"This pelt boasts an exceptional thickness, offering unparalleled protection against the biting cold.","Ці шкури вирізняються винятковою товщиною, пропонуючи безпрецедентний захист від кусючих холодів."
DC/Text_DesignData_Item_Flavor_Falchion_0001,"A curved iron blade and broad hilt, the curvature of the blade is foreign and enigmatic.","Вигнуте залізне лезо і широке руків'я, вигин леза чужий і загадковий."
DC/Text_DesignData_Item_Flavor_Falchion_7001,"Seems the great black dragon has lost a tooth... No matter, it will continue its bloody purpose.","Здається, великий чорний дракон втратив зуб... Неважливо, він продовжить свою криваву мету."
DC/Text_DesignData_Item_Flavor_FalchionofHonor_5001,There is no question of honor or skill for those whom wield this blade. ,"Для тих, хто володіє цим клинком, не існує питання честі чи майстерності. "
DC/Text_DesignData_Item_Flavor_FangsofDeathNecklace_5001,Necklace crafted using a unique combination of teeth acquired from different beasts.,"Намисто, виготовлене з унікальної комбінації зубів, отриманих від різних звірів."
DC/Text_DesignData_Item_Flavor_FeatheredHat_0001,"A fashionable hat crafted with soft, silky feathers.","Модний капелюх з м'яким, шовковистим пір'ям."
DC/Text_DesignData_Item_Flavor_FellingAxe_0001,"Forged with aged wood and sturdy metal, it's rigid blade can cut through most surface.","Жорстке лезо, викуване з зістареного дерева та міцного металу, здатне прорізати будь-яку поверхню."
DC/Text_DesignData_Item_Flavor_FellingAxe_7001,"Through a bond that transcended realms, a guardian of souls granted a mortal companion this enchanted axe.","Через зв'язок, що перетинає світи, охоронець душ подарував смертному супутнику цю зачаровану сокиру."
DC/Text_DesignData_Item_Flavor_FineCuirass_0001,"This armor makes living in impossible situations suddenly possible. Plate armor, uncomfortable to wear and quite heavy.","Цей обладунок робить життя в неможливих ситуаціях раптово можливим. Пластинчастий обладунок, незручний у носінні та досить важкий."
DC/Text_DesignData_Item_Flavor_FireflyAbdomen,"A preserved firefly's abdomen, emitting a radiant beacon of light.","Збережене черевце світлячка, що випромінює променистий маяк світла."
DC/Text_DesignData_Item_Flavor_FlangedMace_0001,"A slow and heavy mace designed with crown-shaped blunt edges, supporting even reckless swings.","Повільна і важка булава з корончастими тупими краями, що витримує навіть необережні удари."
DC/Text_DesignData_Item_Flavor_Flute_0001,It is carefully carved into a slender frame made of treated cedar.,Вона дбайливо вирізана в стрункій оправі з обробленого кедра.
DC/Text_DesignData_Item_Flavor_ForestBoots_0001,The boots' color palette is designed to blend harmoniously with forest surroundings.,"Колірна палітра черевиків розроблена таким чином, щоб гармонійно поєднуватися з лісовим оточенням."
DC/Text_DesignData_Item_Flavor_ForestHood_0001,A hood that looks like it can hide well in the leaves.,"Капюшон, який виглядає так, ніби може добре сховатися в листі."
DC/Text_DesignData_Item_Flavor_FoulBoots_4001,"Assembled from the tail fibers of a centaur, augmented with maggots, and activated by demonic elements.","Зібраний з волокон хвоста кентавра, доповнений личинками та активований демонічними елементами."
DC/Text_DesignData_Item_Flavor_FoxPendant_3001,"Designed to enhance ones nimbleness, echoing the fox’s swift and graceful movements.","Призначена для посилення спритності, повторюючи швидкі та граціозні рухи лисиці."
DC/Text_DesignData_Item_Flavor_FranciscaAxe_0001,A Lightweight small throwing axe that can take out enemies from a distance.,"Легка метальна сокира, здатна вражати ворогів на відстані."
DC/Text_DesignData_Item_Flavor_Frock_0001,"Made with broadcloth, a much heavier wool. Humble and modest.","Зроблена з полотна, набагато важчої вовни. Скромна і скромна."
DC/Text_DesignData_Item_Flavor_FrostAmulet_3001,"Radiating a frosty aura, allowing one to deliver more potent sharpness to their physical blows.","Випромінює крижану ауру, що дозволяє надавати фізичним ударам більшої гостроти."
DC/Text_DesignData_Item_Flavor_FrostStoneIngots_6001,"A highly enriched ingot of pure Froststone, it maintains an unyielding cold even in the fiercest heat.","Високозбагачений злиток чистого крижаного каменю, він зберігає непохитний холод навіть у найлютішу спеку."
DC/Text_DesignData_Item_Flavor_FrostStoneOres_6001,A chunk of raw material that pulses with the eternal cold of the frozen abyss.,"Шматок сировини, що пульсує вічним холодом замерзлої безодні."
DC/Text_DesignData_Item_Flavor_FrostStonePowder_6001,Powder made by finely grinding Froststone ore.,"Порошок, виготовлений шляхом тонкого подрібнення руди Крижаного каменю."
DC/Text_DesignData_Item_Flavor_FrostWyvernClaws,"These razor-sharp talons, forged from glacial ice, are as formidable as the beasts that wield them.","Ці гострі, як бритва, пазурі, викувані з льодовикового льоду, такі ж грізні, як і звірі, що ними орудують."
DC/Text_DesignData_Item_Flavor_FrostWyvernEgg,"Mystical egg, cool to the touch, encapsulating the delicate balance of fragility and resilience.","Містичне яйце, прохолодне на дотик, що увібрало в себе делікатний баланс крихкості та стійкості."
DC/Text_DesignData_Item_Flavor_FrozenHeart,"From the lifeless blue heart of the already deceased Wendigo, emanates a chilling aura of ruthless death, pulsating with a faint heartbeat.","Від неживого блакитного серця вже померлого Вендіґо виходить холодна аура безжальної смерті, що пульсує слабким серцебиттям."
DC/Text_DesignData_Item_Flavor_FrozenIronKey,"A weathered iron key encased in frost, hinting at locked mysteries buried in the coldest reaches.","Обвітрений залізний ключ, вкритий інеєм, натякає на замкнені таємниці, поховані в найхолодніших глибинах."
DC/Text_DesignData_Item_Flavor_GemNecklace_1001,This silver necklace with such a magnificent red stone was clearly made for Royalty.,Це срібне намисто з таким розкішним червоним каменем явно призначалося для королівських осіб.
DC/Text_DesignData_Item_Flavor_GemRing_1001,"This gold ring, adorned with a gleaming jade gem, is the epitome of wealth and luxury.","Ця золота каблучка, прикрашена блискучим нефритовим самоцвітом, є втіленням багатства і розкоші."
DC/Text_DesignData_Item_Flavor_GhostlyEssence,"Spiritual residue, harvested from a powerful vanquished apparition. Its spectral hue hints at the ethereal energies pulsating within.","Духовний залишок, зібраний з потужного переможеного примари. Його спектральний відтінок натякає на ефірні енергії, що пульсують всередині."
DC/Text_DesignData_Item_Flavor_GiantToe,"A severed toe from a giant, its nail discolored and emitting a faint odor that lingers in the air.","Відрізаний палець ноги велетня, його ніготь знебарвився і випромінює слабкий запах, який затримується в повітрі."
DC/Text_DesignData_Item_Flavor_GingerbreadCookies_7001,"""Run, run, run, fast as you can. You can't catch me, I'm the Gingerbread Man!""
- G.B.M","""Біжи, біжи, біжи, якнайшвидше. Ти мене не спіймаєш, я Пряниковий чоловічок!"" - П.Ч."
DC/Text_DesignData_Item_Flavor_Gjermundbu_0001,"Reinforced metal that cover most of the head and face, transitioning to flexible chainmail for lower half.","Посилений метал, що закриває більшу частину голови та обличчя, переходить у гнучку кольчугу для нижньої половини."
DC/Text_DesignData_Item_Flavor_GlovesOfUtility_0001,Sturdy utilitarian gloves allowing for good grip and quick interaction with objects.,"Міцні утилітарні рукавички, що забезпечують хороший захват і швидку взаємодію з предметами."
