key,source,target
DC/Text_DesignData_Quest_GoblinMerchant_Complete_02,"Yip, yip! Me is happy! You've done me proud, me fleshy friend. However, these only seem to be a piece to a larger puzzle. But these isa okies because me likes puzzles!","Йіп, йіп! Я щасливий! Я пишаюся тобою, мій м'ясистий друже. Однак, це, здається, лише шматочок великого пазлу. Але це нічого, бо я люблю пазли!"
DC/Text_DesignData_Quest_GoblinMerchant_Complete_03,"Yowza, no ears, no pride! Well done, very well indeed. Hee-hee.","Яуза, ні вух, ні гордості! Молодець, дуже добре. Хі-хі."
DC/Text_DesignData_Quest_GoblinMerchant_Complete_04,"By me green skin the fleshy has done it again! Here be your share. No need to check to see if gobo was fair, me promises to never scam you squishy one.","Клянуся зеленою шкірою, м'ясистий знову це зробив! Ось твоя частка. Не треба перевіряти, чи був гобо чесним, я обіцяю, що ніколи не обману тебе, пухнастику."
DC/Text_DesignData_Quest_GoblinMerchant_Complete_05,"By me pointy ears, ya did it! Gobbo happy happy! Huzzah!","Клянуся моїми гострими вухами, ти зробив це! Гоббо щасливий, щасливий, щасливий! Ура!"
DC/Text_DesignData_Quest_GoblinMerchant_Complete_06,"Well, well, well, look who's back in one piece! Ye got guts, I'll give ye that.","Так, так, так, подивіться, хто повернувся цілим і неушкодженим! А ти сміливий, треба віддати тобі належне."
DC/Text_DesignData_Quest_GoblinMerchant_Complete_07,"Aha! Well done, well done! Now, listen close fleshy. That missing girl ain't what she seems, I tell ya. But that's all you're gettin' from me for now.","Ага! Молодець, молодець! А тепер слухай уважно, м'ясистий. Ця зникла дівчина не та, за кого себе видає, кажу тобі. Але це все, що ти від мене почуєш."
DC/Text_DesignData_Quest_GoblinMerchant_Complete_08,Me happy me haves such a strong fleshy fren that gives BIG boom smash. Heh-he.,"Я щасливий, що маю таку сильну м'ясисту руку, що може зробити великий бум-бум. Хе-хе."
DC/Text_DesignData_Quest_GoblinMerchant_Complete_09,"Ye smashed 'em like ya did those crates, wiz-bang style!","Ти розтрощив їх, як ті ящики, у стилі ""віз-бенг""!"
DC/Text_DesignData_Quest_GoblinMerchant_Complete_10,"If you were a green skin, me would call you 'shiny-seeker'! Heh-he.","Якби ти був зеленою шкірою, я б назвав тебе ""шукачем блиску""! Хе-хе."
DC/Text_DesignData_Quest_GoblinMerchant_Complete_11,Escaped without a scratch me is seeing! Collect your winnings. Huzzah!,"Ти втік без жодної подряпини, я бачу! Забирай свій виграш. Ура!"
DC/Text_DesignData_Quest_GoblinMerchant_Complete_12,"BIG wowza! You have steely nerves and sturdy arms! Take your rewards from gobo, but remember, the caves harbor even greater threats!","Ух ти! У вас сталеві нерви і міцні руки! Забирайте свої нагороди з гобо, але пам'ятайте, що печери приховують ще більші загрози!"
DC/Text_DesignData_Quest_GoblinMerchant_Complete_Final_01,You always making me so happy! Here's your shiny reward!,Ти завжди робиш мене таким щасливим! Ось твоя блискуча нагорода!
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_01,"Eh, just the sort of fleshy me wanted to see! There be a bit of a situation, something peculiar brewing and 'tis not me famous stew. Me wagering a clever fleshy like you could unravel these little knots. Up for some mischief?","Ех, саме таку м'ясисту я і хотів побачити! Тут дещо сталося, щось дивне вариться, і це не моє знамените рагу. Я поставив на те, що такий розумник, як ти, розплутає ці маленькі вузлики. Готовий до пустощів?"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_02,"Erm, me used to hear stories of a bad, bad wizard that had some precocious information on him. Last me heard, me kin caught him and locked him up till he died dead, dead. Me thinks maybe these special information still hidden away in his cell or secret pocket. Go looks for me and me promises to make it worth your while.","Я чув історії про поганого, поганого чарівника, який мав про себе передчасну інформацію. Останнє, що я чув, це те, що мої родичі спіймали його і тримали під замком, доки він не помер мертвим-мертвим. Я думаю, що, можливо, ця особлива інформація все ще захована в його камері або потаємній кишені. Пошукай її для мене, і я обіцяю, що це буде варте того, щоб ти її знайшов."
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_03,"You wanting to disgrace those filthy goblin scoundrels? Them ears be their pride, jus as antlers be to stags, chop, chop chop!","Ти хочеш зганьбити цих брудних негідників-гоблінів? Їхні вуха - це їхня гордість, як роги оленя, рубай, рубай, рубай, рубай!"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_04,"You back already soft skin? Seems like there be a bunch of bafoonery going on in da gobo caves. Wallop the wanderers before they find me secrets! What be me secrets?! Hush, hush for now, all will be revealed in time, heh-he.","Ти вже повернувся з м'якою шкірою? Схоже, що в печерах гобітів відбувається якась балаканина. Відшмагати блукачів, поки вони не вивідали моїх секретів! Які ще секрети?! Тихіше, тихіше, все відкриється в свій час, хе-хе."
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_05,"Me got a plan, a real sneaky sneaky one. Those critters in the caves – they be messing wit stuffs they shouldn't. Clear dem out whizzbang style!","У мене є план, дуже підступний, дуже підступний. Ці тварюки в печерах - вони лізуть не в свої справи. Зачистимо їх у стилі ""віз-бенг""!"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_06,"Yip, yip! Well, look who's back for another round! Think ye gots what it takes to outwit dem gobos? Survive them dark caves a few times and maybe, just maybe, ye'll impress me wit' yer sneakin' skills!","Йіп, йіп! Погляньте, хто повернувся за ще одним раундом! Думаєш, ти зможеш перехитрити цих гобо? Переживіть ці темні печери кілька разів і, можливо, тільки можливо, ви вразите мене своїми підступними навичками!"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_07,"Fancy a little game of fetch? Need a pair of beetle wings and a bug shell. Bring 'em to me, and I might just spill some beans on that elusive lass you're after.","Хочеш пограти в піжмурки? Потрібні пара жукових крил і панцир. Принеси їх мені, і я, можливо, розповім про ту невловиму дівчину, яку ти шукаєш."
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_08,"Hey there, me ol' chum! Me got a bit of a job for ya, if ye interested. Them Goblin Caves are overrun with them pesky crates, brought by invaders, and me thinks it's time we give 'em a good bashin'. What say ya? Fancy a bit of crate smashing?","Привіт, мій старий друже! У мене є для тебе робота, якщо тобі цікаво. Гоблінські печери переповнені цими надокучливими ящиками, принесеними загарбниками, і я думаю, що настав час дати їм добрячого прочухана. Що скажете? Хочете трохи потрощити ящики?"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_09,"Huzzah, ye back! Me thinks of you fondly squishy one, like dis soft mold to me warm bread. But those elites are not being so nice to ya gobo fren, boo. I bet issa due to me findin' them up to no good! Dark, dark stuff me soft fren. Smash them before they smash us!","Ура, ви повернулися! Я думаю про тебе, м'який, як м'яка пліснява для мене, як теплий хліб. Але ці еліти не такі вже й милі з тобою, гобо-френ, бу. Закладаюся, що це через те, що я викрив їх у недобрих справах! Темні, темні, набивають мені мізки. Розтрощимо їх, поки вони не розтрощили нас!"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_10,"Treasures? Me got 'em, deep in caves! Go, go find shiny, but watch out for big teeth! No becoming dinner, understand?","Скарби? Я знайшов їх, глибоко в печерах! Ідіть, ідіть шукати блискучі, але стережіться великих зубів! Не стань вечерею, зрозумів?"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_11,"Let’s make a friendly wager, gobo loves to gamba! Take a stroll in the cozy caves, no bruises or scratches, or you will lose!","Укладемо дружнє парі, гобо любить грати! Прогуляйся затишними печерами, без синців і подряпин, інакше програєш!"
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_12,"That Cyclops is no friend to your favorite green skin, challenge the stinky behemoth of these underground domains and make the tunnels safer for poor helpless gobos, heh-he.","Цей циклоп не друг твоїй улюбленій зеленій шкірі, кинь виклик смердючому бегемоту цих підземних володінь і зроби тунелі безпечнішими для бідолашних безпорадних гобо, хе-хе."
DC/Text_DesignData_Quest_GoblinMerchant_Greeting_Final_01,Gobo's got big troubles! Creepy crawlies and magic menaces causing mischief in me favorite caves. You brave enough to clean up and find anythings shiny on these bad bads.,"У гобо великі неприємності! Моторошні плазуни та магічні загрози спричиняють лихо в моїх улюблених печерах. Ви досить хоробрі, щоб прибрати і знайти все блискуче на цих поганих поганців."
DC/Text_DesignData_Quest_GoblinMerchant_Title_01,Away With The Green Skins,Геть від зелених шкур
DC/Text_DesignData_Quest_GoblinMerchant_Title_02,Secrets Of The Dead,Таємниці мертвих
DC/Text_DesignData_Quest_GoblinMerchant_Title_03,A Goblin’s Pride,Гордість гобліна
DC/Text_DesignData_Quest_GoblinMerchant_Title_04,My Favorite Fleshy,Моє улюблене м'ясо
DC/Text_DesignData_Quest_GoblinMerchant_Title_05,Killing Critters,Вбивство тварюк
DC/Text_DesignData_Quest_GoblinMerchant_Title_06,Step by Step,Крок за кроком
DC/Text_DesignData_Quest_GoblinMerchant_Title_07,Buggy Bonds,Помилкові зв'язки
DC/Text_DesignData_Quest_GoblinMerchant_Title_08,Crate Chaos,Хаос ящиків
DC/Text_DesignData_Quest_GoblinMerchant_Title_09,Gobo Brawl,Бійка гобо
DC/Text_DesignData_Quest_GoblinMerchant_Title_10,Shiny Secrets,Блискучі секрети
DC/Text_DesignData_Quest_GoblinMerchant_Title_11,Gamba,Гамбо
DC/Text_DesignData_Quest_GoblinMerchant_Title_12,One Eyed Foe,Одноокий ворог
DC/Text_DesignData_Quest_GoblinMerchant_Title_Final_01,Gobo's Cavern Cleansing,Очищення печери Гобо
DC/Text_DesignData_Quest_Leathersmith_Complete_01,"So, nothing then? Well, I appreciate you looking. The woodsman and I, we've searched far and wide. Maybe it's just an old man's hope, but I will never give up on her.","Значить, нічого? Ну, я ціную, що ти шукав. Ми з дроворубом обшукали все навколо. Можливо, це лише надія старого, але я ніколи не відмовлюся від неї."
DC/Text_DesignData_Quest_Leathersmith_Complete_02,"Even though nothing of significance was found, I still feel one step closer. I am humbled by your courage, traveler. Your commitment to aiding a grieving father speaks volumes of your character. Together, let us persevere in our quest to uncover the truth.","Навіть якщо нічого важливого не знайшли, я все одно відчуваю, що став на крок ближче. Я зворушений твоєю мужністю, мандрівнику. Твоє прагнення допомогти скорботному батькові багато говорить про твій характер. Давайте разом наполегливо шукати істину."
DC/Text_DesignData_Quest_Leathersmith_Complete_03,"Ah, these are just right. Thank you. She is as adventurous as they come. If you hear anything do let me know.","Ах, це якраз те, що треба. Дякую. Вона така ж авантюристка, як і вони. Якщо щось почуєте, дайте мені знати."
DC/Text_DesignData_Quest_Leathersmith_Complete_04,"The truth is, she's not my biological daughter, though she's my daughter in every other sense that matters. I found her as a baby, amidst a scene of horror. May the gods bless her true parents; their final act was to ensure her safety. It's too much for an old man's heart to bear all at once. Her absence gnaws at my soul. Come back later, and we'll continue.","Правда в тому, що вона не моя біологічна дочка, хоча вона моя дочка в усіх інших сенсах, які мають значення. Я знайшов її немовлям, посеред жахливої сцени. Нехай боги благословлять її справжніх батьків; їхнім останнім вчинком було забезпечити її безпеку. Це занадто багато для серця старого чоловіка, щоб витримати все відразу. Її відсутність гризе мені душу. Приходьте пізніше, і ми продовжимо."
DC/Text_DesignData_Quest_Leathersmith_Complete_05,"Learning the truth deeply unsettled her. Despite my explanation of her tragic origins, she sought further answers about her identity. Her parents were brutally slain before my eyes, and through this chaos... another baby! Seemingly a twin. It was carried away crying by the very beast that dispatched them. She embraced me, promising to return by the new moon, yet she never did, leaving behind a father's anxious heart.","Дізнавшись правду, вона глибоко засмутилася. Незважаючи на моє пояснення її трагічного походження, вона шукала подальших відповідей про свою особистість. На моїх очах були жорстоко вбиті її батьки, і в цьому хаосі... ще одна дитина! Здається, близнюк. Її з плачем забрала та сама тварюка, яка їх породила. Вона обійняла мене, пообіцявши повернутися до нового місяця, але так і не повернулася, залишивши по собі тривожне батьківське серце."
DC/Text_DesignData_Quest_Leathersmith_Complete_06,"Well done! Your contribution and the resources you've provided will help fund the search, keeping this old man's hope alive.","Молодці, що зробили це! Ваш внесок і надані вами ресурси допоможуть профінансувати пошуки і зберегти надію цього старого чоловіка."
DC/Text_DesignData_Quest_Leathersmith_Complete_07,"Perhaps there's a part of this riddle we're misinterpreting, but we mustn't give up.","Можливо, якусь частину цієї загадки ми тлумачимо неправильно, але ми не повинні здаватися."
DC/Text_DesignData_Quest_Leathersmith_Complete_08,"Checking those chests was a good idea, indeed. However, let's not stop now. I have a feeling we're onto something promising. Even if we don't find immediate answers, we must persist. There's bound to be a clue hidden somewhere.","Перевірити ті скрині було дійсно гарною ідеєю. Однак, давайте не зупинятися на досягнутому. У мене є відчуття, що ми натрапили на щось багатообіцяюче. Навіть якщо ми не знайдемо негайних відповідей, ми повинні продовжувати. Десь має бути захована підказка."
DC/Text_DesignData_Quest_Leathersmith_Complete_09,"We can’t give up now, let’s keep each other informed if there are any further developments.","Ми не можемо здаватися зараз, давайте тримати один одного в курсі, якщо буде якийсь подальший розвиток подій."
DC/Text_DesignData_Quest_Leathersmith_Greeting_01,"I've heard tales about the Goblin Caves. When my daughter went missing, I thought she might have gone there. Perhaps you'll find something I missed.","Я чула казки про Печери Гоблінів. Коли моя донька зникла, я подумала, що вона могла піти туди. Можливо, ви знайдете щось, що я пропустив."
DC/Text_DesignData_Quest_Leathersmith_Greeting_02,"Good to see you again. The Goblin Prison... it's a place of mystery and danger. I hesitate to send you there, but desperation compels me. I've searched its depths countless times, but hope dwindles with each passing day. Still, I must ask for your aid. Please, seek out any clues that might shed light on my daughter's whereabouts.","Радий знову вас бачити. В'язниця Гоблінів... це місце таємниче і небезпечне. Я вагався, чи відправляти тебе туди, але відчай змушує мене. Я обшукував її глибини незліченну кількість разів, але надія тане з кожним днем. І все ж я мушу просити вас про допомогу. Будь ласка, шукайте будь-які зачіпки, які можуть пролити світло на місцезнаходження моєї доньки."
DC/Text_DesignData_Quest_Leathersmith_Greeting_03,"Greetings, adventurer. I require leather caps – any variety will suffice. They'll prove invaluable in keeping our fellow adventurers warm as they aid in the search. If you could procure five of them, it would be greatly appreciated.","Вітаю, шукач пригод. Мені потрібні шкіряні капелюхи - підійдуть будь-які. Вони стануть у пригоді, щоб зігріти наших шукачів, які допомагатимуть у пошуках. Будемо дуже вдячні, якщо ви зможете дістати п'ять таких капелюхів."
DC/Text_DesignData_Quest_Leathersmith_Greeting_04,"Forgive me for bringing this up again, but my daughter's absence weighs heavy on my heart. Perhaps her bow holds the key to finding her. Your consistent dedication has earned my trust, and I feel compelled to confide in you further. There are details I haven't shared yet, but I'm ready to reveal them if it aids in bringing her back to safety.","Пробачте, що знову про це згадую, але відсутність моєї доньки лягла важким тягарем на моє серце. Можливо, її лук містить ключ до її пошуку. Ваша послідовна відданість справі завоювала мою довіру, і я відчуваю, що змушений довіритися вам і надалі. Є деталі, якими я ще не поділився, але я готовий розкрити їх, якщо це допоможе повернути її в безпеку."
DC/Text_DesignData_Quest_Leathersmith_Greeting_05,"You should also know that shortly before she went missing, she had an encounter at the tavern with some brutish fellows. They taunted her, claiming she was not human but some kind of Elf. Distressed, she demanded answers upon returning home. I revealed everything, but it did not sit well with her. Perhaps confronting these men might yield more information.","Ви також повинні знати, що незадовго до того, як вона зникла, вона зіткнулася в таверні з кількома брутальними хлопцями. Вони глузували з неї, стверджуючи, що вона не людина, а якийсь ельф. Засмучена, вона зажадала відповідей, коли повернулася додому. Я все розповів, але їй це не сподобалося. Можливо, протистояння з цими людьми могло б дати більше інформації."
DC/Text_DesignData_Quest_Leathersmith_Greeting_06,"It's no secret that I've been hiring adventurers and funding search parties. However, such efforts are very expensive. Thankfully these icy lands are rich with resources for those who seek them out.","Не секрет, що я наймаю авантюристів і фінансую пошукові групи. Однак такі зусилля коштують дуже дорого. На щастя, ці крижані землі багаті на ресурси для тих, хто їх шукає."
DC/Text_DesignData_Quest_Leathersmith_Greeting_07,"I've been receiving anonymous letters, they offer 'clues' of where to look, leading me to wonder if they're a cruel hoax or something more... The most recent letter reads:

'Within this forgotten place, where darkness reigns, A puzzle awaits, to challenge the brains. Here time has fled and secrets sleep, A concealed path awaits, for those who seek. Deactivate the spiked guardian, reveal more clues, Yet the path it unveils may be far from your shoes.'","Я отримую анонімні листи, вони пропонують ""підказки"", де шукати, що змушує мене замислитися, чи це жорстокий розіграш, чи щось більше... В останньому листі йдеться: ""У цьому забутому місці, де панує темрява, на вас чекає головоломка, що кидає виклик розуму. Тут час втік і таємниці сплять, Прихований шлях чекає на тих, хто шукає. Деактивуйте шипастого охоронця, відкрийте більше підказок, але шлях, який він відкриває, може бути далеко від вашого взуття""."
DC/Text_DesignData_Quest_Leathersmith_Greeting_08,"I recall the days when I took my daughter on her first adventures. She dubbed them as such, even though they were merely trips to check my traps. Curious as ever, she asked how I always found my way. That's when I showed her the marks I etched into the trees, guiding me to and from. I encouraged her to do the same whenever she ventured out. Given her cleverness, I wouldn't be surprised if she applied this wisdom elsewhere.","Я пригадую дні, коли я брав свою доньку в її перші пригоди. Вона назвала їх так, хоча це були лише поїздки для перевірки моїх пасток. Допитлива, як завжди, вона запитала, як я завжди знаходжу дорогу. Тоді я показав їй позначки, які я викарбував на деревах, що вели мене туди й назад. Я заохочував її робити те саме, коли вона наважувалася виходити на вулицю. Враховуючи її кмітливість, я не здивуюся, якщо вона застосує цю мудрість деінде."
DC/Text_DesignData_Quest_Leathersmith_Greeting_09,"Today, we venture deeper into the castle to confront the Ghost King. Some say he is the guardian of this castle, even in his current state. If there are clues to be found within these walls, we must confront him and see if he holds any secrets.","Сьогодні ми наважимося заглибитися в замок, щоб зустрітися з Королем-привидом. Дехто каже, що він є охоронцем цього замку, навіть у його нинішньому стані. Якщо в цих стінах можна знайти підказки, ми повинні зустрітися з ним і дізнатися, чи не приховує він якихось таємниць."
DC/Text_DesignData_Quest_Leathersmith_Title_01,Search And Rescue,Пошук і порятунок
DC/Text_DesignData_Quest_Leathersmith_Title_02,One Step Closer,На крок ближче
DC/Text_DesignData_Quest_Leathersmith_Title_03,Cap-tivating Adventures,Захопливі пригоди
DC/Text_DesignData_Quest_Leathersmith_Title_04,Hidden Truths,Приховані істини
DC/Text_DesignData_Quest_Leathersmith_Title_05,Brutish Truths,Жорстокі істини
DC/Text_DesignData_Quest_Leathersmith_Title_06,Frost-Covered Funds,Вкриті інеєм фонди
DC/Text_DesignData_Quest_Leathersmith_Title_07,Beneath The Surface,Під поверхнею
DC/Text_DesignData_Quest_Leathersmith_Title_08,Golden Trails,Золоті стежки
DC/Text_DesignData_Quest_Leathersmith_Title_09,Long Live The King,Хай живе король!
DC/Text_DesignData_Quest_Surgeon_Complete_01,"Oh, these bandages are... adequate. Hmm, is that a blood stain? You didn’t use these before bringing them to me, did you?! Of course not, I must be mistaken, my old eyes aren't what they used to be. A thorough sanitization is in order before they're fit for use, anyway.","О, ці пов'язки... адекватні. Хм, це пляма крові? Ви ж не користувалися ними перед тим, як принести мені?! Звичайно, ні, я, мабуть, помилився, мої старі очі вже не ті, що раніше. У будь-якому випадку, перш ніж вони будуть придатні для використання, їх потрібно ретельно продезінфікувати."
DC/Text_DesignData_Quest_Surgeon_Complete_02,Well done. This is a stark reminder of the potential dangers of alchemical experiments. The old fool probably drinks those concoctions for recreation.,"Молодець. Це суворе нагадування про потенційну небезпеку алхімічних експериментів. Старий дурень, напевно, п'є ці суміші для відпочинку."
DC/Text_DesignData_Quest_Surgeon_Complete_03,The use of natural resources like these could potentially help promote faster healing.,"Використання природних ресурсів, як ці, потенційно може сприяти швидшому зціленню."
DC/Text_DesignData_Quest_Surgeon_Complete_04,Your meticulous approach is just what the doctor ordered.,"Ваш прискіпливий підхід - те, що доктор прописав."
DC/Text_DesignData_Quest_Surgeon_Complete_05,"We may uncover secrets that elude even the brightest minds. But please keep this between us. I don't want anyone getting the wrong idea, especially my brother. His disdain for my research could complicate matters further.","Ми можемо розкрити секрети, які вислизають навіть від найсвітліших умів. Але, будь ласка, нехай це залишиться між нами. Я не хочу, щоб хтось неправильно зрозумів, особливо мій брат. Його презирство до моїх досліджень може ще більше все ускладнити."
DC/Text_DesignData_Quest_Surgeon_Complete_06,"These kits are just what I needed. Precise, reliable – everything my brother's alchemy isn't.","Ці набори - саме те, що мені потрібно. Точні, надійні - все, чого немає в алхімії мого брата."
DC/Text_DesignData_Quest_Surgeon_Complete_07,"Though his potions have proven to be useful, I still stand by that nothing beats traditional medicine. Your proficiency in both methods is commendable, remember a well-prepared healer is worth their weight in gold!","Хоча його зілля довели свою користь, я все одно вважаю, що немає нічого кращого за традиційну медицину. Ваша майстерність в обох методах гідна похвали, пам'ятайте, що добре підготовлений цілитель - на вагу золота!"
DC/Text_DesignData_Quest_Surgeon_Complete_08,"As you journey forth, may the healing shrines always serve as a reminder of the power of belief, rejuvenating your spirit and body alike.","Нехай цілющі святині завжди нагадують вам про силу віри, омолоджуючи ваш дух і тіло."
DC/Text_DesignData_Quest_Surgeon_Complete_09,"Much like a surgeon's precise hand, your mastery of the lockpick opens doors to new possibilities.","Подібно до точної руки хірурга, ваша майстерність у володінні відмичкою відкриває двері до нових можливостей."
DC/Text_DesignData_Quest_Surgeon_Complete_10,"May your bandages bind swiftly, and your potions mend thoroughly.","Нехай твої бинти швидко перев'язуються, а твої зілля виліковують."
DC/Text_DesignData_Quest_Surgeon_Complete_11,"Well done, my friend! You defiantly struck a blow against the forces of darkness.","Молодець, друже! Ти зухвало завдав удару по силам темряви."
DC/Text_DesignData_Quest_Surgeon_Complete_12,"Aha, you've done it! The Skeleton Door yields its secrets to you. Remember, knowledge is power, and you've just added another piece to your arsenal. Keep exploring, keep learning, and who knows what other secrets you might uncover.","Ага, ти зробив це! Скелетні двері відкривають тобі свої таємниці. Пам'ятай, що знання - це сила, і ти щойно додав ще один предмет до свого арсеналу. Продовжуйте досліджувати, продовжуйте вчитися, і хто знає, які ще секрети ви можете відкрити."
DC/Text_DesignData_Quest_Surgeon_Greeting_01,"I'm in need of quality bandages. My brother, the Alchemist, might think his potions are superior, but true healing comes from skill and precision, not in unpredictable alchemical concoctions.","Мені потрібні якісні бинти. Мій брат, Алхімік, може вважати свої зілля найкращими, але справжнє зцілення приходить від майстерності та точності, а не від непередбачуваних алхімічних сумішей."
DC/Text_DesignData_Quest_Surgeon_Greeting_02,"There's a myriad of strange creatures out there with ‘potential’ healing properties. The thought of my brother utilizing their venoms and techniques in his alchemy is troubling. By thinning their numbers and possibly finding proof of alchemy's dangers, we can make a case for traditional medicine.","Існує безліч дивних істот з ""потенційними"" цілющими властивостями. Думка про те, що мій брат використовує їхні отрути та методи у своїй алхімії, викликає занепокоєння. Зменшивши їхню кількість і, можливо, знайшовши докази небезпеки алхімії, ми зможемо зробити ставку на традиційну медицину."
DC/Text_DesignData_Quest_Surgeon_Greeting_03,"In my ongoing pursuit of quality bandages, I've heard rumors of a nest of unique spider webs deep within the goblin caves. These webs could serve as excellent material for medical purposes.",У пошуках якісних перев'язувальних матеріалів до мене дійшли чутки про гніздо унікального павутиння глибоко в гоблінських печерах. Це павутиння може слугувати чудовим матеріалом для медичних цілей.
DC/Text_DesignData_Quest_Surgeon_Greeting_04,We're in dire need of restocking our medical supplies. Enter The Forgotten Castle and unearth the hidden caches of healing treasures.,Нам вкрай необхідно поповнити наші медичні запаси. Заходьте до Забутого замку і розкопайте приховані схованки з цілющими скарбами.
DC/Text_DesignData_Quest_Surgeon_Greeting_05,"As a man of science, I am having a bit of difficulty understanding the walking dead. Gathering some information for research purposes may prove valuable in the future but beware of the undead that roam the halls. They may be sluggish, but their strength is formidable.","Як людина науки, я відчуваю деякі труднощі з розумінням ходячих мерців. Збір інформації для досліджень може виявитися цінним у майбутньому, але остерігайтеся нежиті, яка блукає залами. Вони можуть бути неповороткими, але їхня сила величезна."
DC/Text_DesignData_Quest_Surgeon_Greeting_06,"The art of surgery demands the proper tools. Venture into the dungeons and secure multiple surgical kits, we must always be prepared for the unexpected.","Мистецтво хірургії вимагає відповідних інструментів. Вирушаючи в підземелля і забезпечивши себе численними хірургічними наборами, ми завжди повинні бути готові до несподіванок."
DC/Text_DesignData_Quest_Surgeon_Greeting_07,"In the frosty depths of the mountain, injuries can be treacherous. I hate to admit it, but I'm willing to observe my brother's methods. Acknowledge they might be useful in some situations, but that doesn't devalue traditional medicine. Let me guide you through the art of healing, then go forth and test both methods. Just don't let my brother know.","У морозних глибинах гори травми можуть бути підступними. Мені неприємно це визнавати, але я готовий спостерігати за методами мого брата. Визнаю, що вони можуть бути корисними в деяких ситуаціях, але це не знецінює традиційну медицину. Дозвольте мені провести вас через мистецтво лікування, а потім випробовуйте обидва методи. Тільки не кажіть про це моєму братові."
DC/Text_DesignData_Quest_Surgeon_Greeting_08,"I may not agree with all healing methods, but one that is undeniable, even for me, is the healing capabilities that come with faith. Seek out the healing shrines and embrace their power, allowing it to fortify you for the challenges ahead.","Я можу не погоджуватися з усіма методами зцілення, але один з них є незаперечним навіть для мене - це зцілення, яке приходить з вірою. Шукайте цілющі святині і приймайте їхню силу, дозволяючи їй зміцнювати вас перед майбутніми випробуваннями."
DC/Text_DesignData_Quest_Surgeon_Greeting_09,"The art of the lockpick, akin to surgery in its precision and delicacy, is indeed a skill worth honing, particularly in these perilous realms. Seek out the locks that obstruct your path and allow your deft fingers to weave their magic.","Мистецтво відмички, подібне до хірургічної операції за своєю точністю і делікатністю, - це справді навичка, яку варто відточувати, особливо в цих небезпечних сферах. Шукайте замки, які перегороджують ваш шлях, і дозволяйте вашим спритним пальцям творити свою магію."
DC/Text_DesignData_Quest_Surgeon_Greeting_10,It's time to put your surgical skills to the test. Let's see if you have what it takes to use those kits effectively.,"Настав час випробувати свої хірургічні навички. Подивимось, чи зможете ви ефективно використати ці набори."
DC/Text_DesignData_Quest_Surgeon_Greeting_11,"The forces of darkness grow stronger, and we must stand against them.","Сили темряви стають сильнішими, і ми повинні протистояти їм."
DC/Text_DesignData_Quest_Surgeon_Greeting_12,"There's a door, marked by stone or bones; this is no ordinary threshold. It holds secrets, and perhaps even unseen danger. You see, in these treacherous lands, it's not just about brute strength. You need skill, precision, and a bit of old-fashioned know-how.","Там є двері, позначені каменем або кістками; це не звичайний поріг. Він приховує в собі таємниці, а можливо, навіть невидиму небезпеку. Розумієте, в цих підступних землях не обійтися без грубої сили. Потрібні вправність, точність і трохи старомодного ноу-хау."
DC/Text_DesignData_Quest_Surgeon_Title_01,Reliable Medicine,Надійна медицина
DC/Text_DesignData_Quest_Surgeon_Title_02,Alchemy's Dangers,Небезпеки алхімії
DC/Text_DesignData_Quest_Surgeon_Title_03,Natural Aid,Природна допомога
DC/Text_DesignData_Quest_Surgeon_Title_04,Doctor's Orders,Накази лікаря
DC/Text_DesignData_Quest_Surgeon_Title_05,Undead Eradication,Винищення мерців
DC/Text_DesignData_Quest_Surgeon_Title_06,Prepared For The Unexpected,Підготовка до несподіванок
DC/Text_DesignData_Quest_Surgeon_Title_07,Frost Aid,Допомога від морозу
DC/Text_DesignData_Quest_Surgeon_Title_08,Sanctified Healing,Освячене зцілення
DC/Text_DesignData_Quest_Surgeon_Title_09,Silent Entry,Тихий вхід
DC/Text_DesignData_Quest_Surgeon_Title_10,Critical Care,Реанімація
DC/Text_DesignData_Quest_Surgeon_Title_11,Purging Darkness,Очищувальна темрява
DC/Text_DesignData_Quest_Surgeon_Title_12,Stone And Bones,Камінь і кістки
DC/Text_DesignData_Quest_Tailor_Complete_01,"Here's a little something. And no, I didn’t just give you this task so I could have an excuse to reward you with higher quality items than you’re probably used to.","Тут є дещо. І ні, я дав вам це завдання не для того, щоб мати привід винагородити вас більш якісними речами, ніж ви, мабуть, звикли."
DC/Text_DesignData_Quest_Tailor_Complete_02,"Impressive. Here, accept this as a token of appreciation. It's the least I can do for someone who understands the value of refinement.","Вражаюче. Ось, прийміть це на знак вдячності. Це найменше, що я можу зробити для того, хто розуміє цінність вишуканості."
